TransID,EntryID,VisitorID,GuideID,AccID,VisitDate,ConservationFee,AccommFee,ActivityFee,TotalAmount,PaymentType,ModifiedDate
TRX-5990361,ENT-510087,VID-90350,FG-023,ACC-027,2024-06-26,230.0,3047.0,750.0,4027.0,Debit Card,2024-06-26 19:00:00
TRX-4077684,ENT-832453,VID-84529,FG-013,ACC-026,2024-08-22,110.0,2930.0,750.0,3790.0,Credit Card,2024-08-22 14:00:00
TRX-5897094,ENT-799040,VID-18748,FG-090,ACC-047,2024-11-17,110.0,1046.0,550.0,1706.0,Debit Card,2024-11-17 16:00:00
TRX-2765375,ENT-628896,VID-52731,N/A,ACC-027,2024-07-07,230.0,2084.0,0.0,2314.0,Cash,2024-07-07 09:00:00
TRX-8753883,ENT-128015,VID-19593,FG-082,ACC-045,2024-09-16,110.0,1435.0,350.0,1895.0,Cash,2024-09-16 08:00:00
TRX-1633753,ENT-111258,VID-42847,FG-015,ACC-046,2024-04-09,230.0,1807.0,750.0,2787.0,Debit Card,2024-04-09 14:00:00
TRX-2144829,ENT-186558,VID-81883,FG-085,ACC-016,2024-09-05,230.0,3145.0,750.0,4125.0,Cash,2024-09-05 15:00:00
TRX-1303099,ENT-736473,VID-23174,FG-023,ACC-019,2024-03-23,110.0,2328.0,550.0,2988.0,Credit Card,2024-03-23 10:00:00
TRX-1188082,ENT-810287,VID-45815,FG-020,ACC-029,2024-03-27,460.0,3436.0,750.0,4646.0,EFT,2024-03-27 09:00:00
TRX-4626672,ENT-563531,VID-16259,N/A,ACC-041,2024-12-11,110.0,1287.0,0.0,1397.0,WildCard_Credit,2024-12-11 16:00:00
TRX-6172822,ENT-565553,VID-16870,N/A,ACC-039,2024-07-18,460.0,3113.0,0.0,3573.0,Credit Card,2024-07-18 19:00:00
TRX-5002042,ENT-309700,VID-21978,FG-003,ACC-027,2024-05-07,110.0,1945.0,350.0,2405.0,Credit Card,2024-05-07 13:00:00
TRX-2059841,ENT-331282,VID-22661,FG-086,ACC-011,2024-12-14,110.0,1780.0,350.0,2240.0,Debit Card,2024-12-14 18:00:00
TRX-4180079,ENT-755017,VID-37147,N/A,ACC-035,2024-06-16,110.0,2102.0,0.0,2212.0,Cash,2024-06-16 13:00:00
TRX-6982358,ENT-439075,VID-32756,FG-002,ACC-026,2024-04-19,230.0,894.0,350.0,1474.0,EFT,2024-04-19 09:00:00
TRX-2107569,ENT-789922,VID-46497,FG-084,ACC-040,2024-08-22,110.0,1994.0,350.0,2454.0,EFT,2024-08-22 11:00:00
TRX-9381494,ENT-206759,VID-80278,FG-073,ACC-011,2024-07-29,110.0,675.0,350.0,1135.0,EFT,2024-07-29 12:00:00
TRX-7519046,ENT-810830,VID-27423,FG-043,ACC-012,2024-11-19,110.0,2857.0,550.0,3517.0,EFT,2024-11-19 19:00:00
TRX-8531486,ENT-500945,VID-76981,N/A,ACC-041,2024-06-20,460.0,2374.0,0.0,2834.0,Debit Card,2024-06-20 08:00:00
TRX-3081317,ENT-423851,VID-40984,N/A,ACC-048,2024-04-29,460.0,2806.0,0.0,3266.0,Cash,2024-04-29 08:00:00
TRX-7283463,ENT-622952,VID-48877,N/A,ACC-013,2024-01-31,110.0,2938.0,0.0,3048.0,Debit Card,2024-01-31 10:00:00
TRX-8444490,ENT-875165,VID-53082,N/A,ACC-009,2024-05-01,230.0,1237.0,0.0,1467.0,EFT,2024-05-01 19:00:00
TRX-7960756,ENT-779525,VID-47808,N/A,ACC-049,2024-09-23,230.0,3036.0,0.0,3266.0,Credit Card,2024-09-23 20:00:00
TRX-4453043,ENT-665509,VID-17087,FG-086,ACC-016,2024-06-24,110.0,3401.0,550.0,4061.0,Debit Card,2024-06-24 11:00:00
TRX-1101379,ENT-167755,VID-74440,FG-009,ACC-013,2024-04-03,460.0,1962.0,550.0,2972.0,Credit Card,2024-04-03 15:00:00
TRX-3913796,ENT-721418,VID-81938,FG-027,ACC-016,2024-03-05,460.0,979.0,350.0,1789.0,WildCard_Credit,2024-03-05 09:00:00
TRX-4314108,ENT-356822,VID-65576,FG-023,ACC-039,2024-06-08,110.0,2145.0,750.0,3005.0,Debit Card,2024-06-08 10:00:00
TRX-5561067,ENT-919240,VID-73068,FG-011,ACC-024,2024-11-21,230.0,1568.0,750.0,2548.0,Cash,2024-11-21 11:00:00
TRX-9477402,ENT-738996,VID-66810,FG-098,ACC-010,2024-08-13,230.0,1087.0,750.0,2067.0,Cash,2024-08-13 14:00:00
TRX-6037049,ENT-724094,VID-80411,FG-020,ACC-036,2024-02-12,110.0,1962.0,750.0,2822.0,Debit Card,2024-02-12 20:00:00
TRX-5751739,ENT-493370,VID-83681,FG-078,ACC-031,2024-06-05,230.0,1958.0,750.0,2938.0,Credit Card,2024-06-05 15:00:00
TRX-4181393,ENT-104383,VID-11682,FG-065,ACC-047,2024-04-10,230.0,959.0,750.0,1939.0,EFT,2024-04-10 10:00:00
TRX-7260332,ENT-502692,VID-74166,FG-040,ACC-042,2024-07-21,230.0,2057.0,750.0,3037.0,WildCard_Credit,2024-07-21 19:00:00
TRX-3723988,ENT-303663,VID-67186,N/A,ACC-017,2024-03-04,110.0,2074.0,0.0,2184.0,EFT,2024-03-04 14:00:00
TRX-7177044,ENT-830286,VID-17563,FG-084,ACC-025,2024-11-21,460.0,3304.0,750.0,4514.0,Cash,2024-11-21 19:00:00
TRX-7063525,ENT-761601,VID-98660,FG-004,ACC-045,2024-09-01,460.0,1410.0,350.0,2220.0,Debit Card,2024-09-01 08:00:00
TRX-5266245,ENT-359433,VID-88924,FG-075,ACC-043,2024-12-14,230.0,2879.0,750.0,3859.0,Debit Card,2024-12-14 10:00:00
TRX-7448284,ENT-516983,VID-86829,N/A,ACC-006,2024-11-25,110.0,878.0,0.0,988.0,WildCard_Credit,2024-11-25 19:00:00
TRX-6070402,ENT-624966,VID-79887,FG-085,ACC-025,2024-08-06,110.0,2132.0,350.0,2592.0,WildCard_Credit,2024-08-06 12:00:00
TRX-6777952,ENT-953779,VID-28705,FG-035,ACC-048,2024-02-15,230.0,3406.0,750.0,4386.0,Debit Card,2024-02-15 09:00:00
TRX-9249747,ENT-101655,VID-22697,FG-009,ACC-050,2024-01-04,460.0,2030.0,550.0,3040.0,Cash,2024-01-04 10:00:00
TRX-3959522,ENT-492850,VID-34431,FG-091,ACC-009,2024-08-08,460.0,2107.0,550.0,3117.0,Debit Card,2024-08-08 10:00:00
TRX-4566389,ENT-294655,VID-36337,N/A,ACC-004,2024-08-18,230.0,1145.0,0.0,1375.0,Debit Card,2024-08-18 17:00:00
TRX-2831995,ENT-767349,VID-31774,FG-011,ACC-019,2024-08-13,110.0,1462.0,750.0,2322.0,Credit Card,2024-08-13 18:00:00
TRX-1497723,ENT-714094,VID-40773,FG-062,ACC-032,2024-02-02,230.0,910.0,550.0,1690.0,Credit Card,2024-02-02 13:00:00
TRX-1702283,ENT-201546,VID-37665,FG-067,ACC-001,2024-01-04,110.0,650.0,550.0,1310.0,Cash,2024-01-04 18:00:00
TRX-6654424,ENT-733729,VID-66289,FG-044,ACC-024,2024-09-05,460.0,2530.0,550.0,3540.0,EFT,2024-09-05 15:00:00
TRX-7349097,ENT-740479,VID-17502,FG-046,ACC-022,2024-12-06,230.0,1381.0,550.0,2161.0,Credit Card,2024-12-06 14:00:00
TRX-3061828,ENT-656405,VID-46630,FG-090,ACC-049,2024-03-12,110.0,2271.0,750.0,3131.0,Debit Card,2024-03-12 08:00:00
TRX-4153025,ENT-103281,VID-93633,FG-042,ACC-002,2024-09-20,230.0,2251.0,750.0,3231.0,EFT,2024-09-20 14:00:00
TRX-4918463,ENT-736237,VID-73509,FG-052,ACC-048,2024-12-13,110.0,3413.0,550.0,4073.0,WildCard_Credit,2024-12-13 15:00:00
TRX-2685367,ENT-869946,VID-60444,FG-038,ACC-039,2024-08-31,110.0,1826.0,750.0,2686.0,Debit Card,2024-08-31 18:00:00
TRX-2461125,ENT-415986,VID-98219,N/A,ACC-036,2024-03-06,460.0,986.0,0.0,1446.0,Cash,2024-03-06 15:00:00
TRX-5041658,ENT-355177,VID-37740,N/A,ACC-011,2024-09-03,110.0,2227.0,0.0,2337.0,Credit Card,2024-09-03 18:00:00
TRX-7433891,ENT-903533,VID-46747,N/A,ACC-015,2024-03-23,110.0,2181.0,0.0,2291.0,EFT,2024-03-23 13:00:00
TRX-9968148,ENT-764323,VID-74482,N/A,ACC-006,2024-12-06,460.0,2350.0,0.0,2810.0,EFT,2024-12-06 10:00:00
TRX-7325183,ENT-852293,VID-60023,N/A,ACC-042,2024-11-25,110.0,2759.0,0.0,2869.0,WildCard_Credit,2024-11-25 13:00:00
TRX-5881775,ENT-191939,VID-24599,FG-012,ACC-022,2024-05-12,230.0,1355.0,350.0,1935.0,WildCard_Credit,2024-05-12 09:00:00
TRX-3137710,ENT-994781,VID-51074,N/A,ACC-025,2024-10-20,110.0,3449.0,0.0,3559.0,WildCard_Credit,2024-10-20 13:00:00
TRX-9985927,ENT-299080,VID-60875,FG-055,ACC-021,2024-02-01,460.0,406.0,550.0,1416.0,EFT,2024-02-01 17:00:00
TRX-1154157,ENT-664441,VID-70372,FG-041,ACC-010,2024-02-24,460.0,917.0,350.0,1727.0,EFT,2024-02-24 14:00:00
TRX-5754542,ENT-252956,VID-97208,FG-090,ACC-003,2024-03-16,110.0,2447.0,750.0,3307.0,WildCard_Credit,2024-03-16 17:00:00
TRX-9024252,ENT-761732,VID-38272,N/A,ACC-032,2024-05-20,230.0,1665.0,0.0,1895.0,EFT,2024-05-20 19:00:00
TRX-4533501,ENT-989265,VID-39500,N/A,ACC-045,2024-06-19,460.0,1942.0,0.0,2402.0,Credit Card,2024-06-19 10:00:00
TRX-3670819,ENT-122613,VID-81819,FG-051,ACC-022,2024-06-02,110.0,2396.0,750.0,3256.0,Cash,2024-06-02 18:00:00
TRX-2204993,ENT-653485,VID-47098,FG-037,ACC-045,2024-07-19,460.0,2339.0,550.0,3349.0,Debit Card,2024-07-19 14:00:00
TRX-6426063,ENT-888808,VID-86072,FG-007,ACC-046,2024-02-19,460.0,2644.0,750.0,3854.0,EFT,2024-02-19 10:00:00
TRX-8413578,ENT-829762,VID-73234,FG-038,ACC-010,2024-10-22,230.0,3081.0,350.0,3661.0,Debit Card,2024-10-22 10:00:00
TRX-7077140,ENT-861221,VID-85455,FG-014,ACC-044,2024-11-29,110.0,3465.0,350.0,3925.0,Debit Card,2024-11-29 08:00:00
TRX-6965707,ENT-596894,VID-33544,FG-007,ACC-008,2024-01-29,230.0,2149.0,350.0,2729.0,WildCard_Credit,2024-01-29 09:00:00
TRX-7777894,ENT-356902,VID-14455,FG-016,ACC-016,2024-03-17,460.0,1786.0,750.0,2996.0,Cash,2024-03-17 18:00:00
TRX-7297691,ENT-913537,VID-97914,FG-085,ACC-006,2024-11-30,230.0,1639.0,350.0,2219.0,Cash,2024-11-30 19:00:00
TRX-8467845,ENT-485166,VID-11520,FG-016,ACC-008,2024-11-19,460.0,1965.0,550.0,2975.0,Credit Card,2024-11-19 18:00:00
TRX-9044647,ENT-387021,VID-22393,FG-076,ACC-012,2024-01-12,110.0,2403.0,350.0,2863.0,Cash,2024-01-12 17:00:00
TRX-3101118,ENT-204271,VID-52628,FG-009,ACC-046,2024-06-01,230.0,3040.0,750.0,4020.0,WildCard_Credit,2024-06-01 17:00:00
TRX-9999580,ENT-921532,VID-79479,N/A,ACC-032,2024-07-20,110.0,2060.0,0.0,2170.0,Credit Card,2024-07-20 16:00:00
TRX-2968404,ENT-289440,VID-88525,N/A,ACC-045,2024-04-16,460.0,2795.0,0.0,3255.0,Debit Card,2024-04-16 18:00:00
TRX-1656713,ENT-235073,VID-85377,FG-027,ACC-042,2024-06-09,110.0,2672.0,750.0,3532.0,Debit Card,2024-06-09 09:00:00
TRX-3092406,ENT-630734,VID-49135,FG-047,ACC-035,2024-01-18,110.0,2703.0,550.0,3363.0,Debit Card,2024-01-18 09:00:00
TRX-1774541,ENT-644675,VID-48456,N/A,ACC-043,2024-05-07,230.0,3095.0,0.0,3325.0,WildCard_Credit,2024-05-07 12:00:00
TRX-9768884,ENT-469221,VID-89452,FG-069,ACC-033,2024-12-21,230.0,972.0,750.0,1952.0,Debit Card,2024-12-21 13:00:00
TRX-4155352,ENT-248548,VID-49283,N/A,ACC-014,2024-05-01,460.0,805.0,0.0,1265.0,Debit Card,2024-05-01 08:00:00
TRX-5653927,ENT-234733,VID-91567,FG-055,ACC-005,2024-10-29,460.0,2661.0,350.0,3471.0,WildCard_Credit,2024-10-29 13:00:00
TRX-7711882,ENT-578221,VID-20912,FG-033,ACC-044,2024-11-28,230.0,1467.0,750.0,2447.0,Cash,2024-11-28 10:00:00
TRX-5519776,ENT-763874,VID-94616,FG-025,ACC-046,2024-02-06,460.0,986.0,350.0,1796.0,EFT,2024-02-06 18:00:00
TRX-6307645,ENT-926051,VID-66836,FG-049,ACC-002,2024-08-02,460.0,3092.0,350.0,3902.0,WildCard_Credit,2024-08-02 10:00:00
TRX-2845328,ENT-817204,VID-81875,FG-053,ACC-005,2024-03-04,110.0,717.0,550.0,1377.0,EFT,2024-03-04 16:00:00
TRX-5584424,ENT-253437,VID-39591,FG-036,ACC-001,2024-06-19,460.0,764.0,550.0,1774.0,Credit Card,2024-06-19 20:00:00
TRX-3072044,ENT-284267,VID-79006,FG-094,ACC-020,2024-02-23,230.0,1310.0,750.0,2290.0,WildCard_Credit,2024-02-23 20:00:00
TRX-5731119,ENT-678333,VID-45527,FG-078,ACC-007,2024-12-24,230.0,791.0,550.0,1571.0,Credit Card,2024-12-24 17:00:00
TRX-9920146,ENT-678469,VID-87937,FG-052,ACC-031,2024-04-02,110.0,1702.0,750.0,2562.0,WildCard_Credit,2024-04-02 13:00:00
TRX-3608710,ENT-789504,VID-26563,N/A,ACC-010,2024-12-17,110.0,1461.0,0.0,1571.0,Cash,2024-12-17 16:00:00
TRX-7210098,ENT-841870,VID-42651,FG-087,ACC-039,2024-01-28,460.0,3412.0,550.0,4422.0,Cash,2024-01-28 19:00:00
TRX-8862907,ENT-626625,VID-47594,FG-036,ACC-028,2024-08-12,460.0,2275.0,350.0,3085.0,WildCard_Credit,2024-08-12 13:00:00
TRX-6128149,ENT-526261,VID-50991,FG-012,ACC-041,2024-11-21,460.0,1337.0,550.0,2347.0,Credit Card,2024-11-21 09:00:00
TRX-1963205,ENT-188693,VID-47467,FG-071,ACC-032,2024-02-17,110.0,3389.0,350.0,3849.0,Credit Card,2024-02-17 10:00:00
TRX-9640458,ENT-818402,VID-98706,FG-069,ACC-045,2024-09-02,230.0,3173.0,350.0,3753.0,Credit Card,2024-09-02 15:00:00
TRX-8129962,ENT-836720,VID-80035,FG-096,ACC-023,2024-01-04,230.0,456.0,350.0,1036.0,Debit Card,2024-01-04 19:00:00
TRX-3827503,ENT-807287,VID-78618,N/A,ACC-015,2024-11-06,460.0,3108.0,0.0,3568.0,Debit Card,2024-11-06 15:00:00
TRX-1854070,ENT-543256,VID-74947,FG-049,ACC-011,2024-09-20,110.0,1903.0,350.0,2363.0,EFT,2024-09-20 13:00:00
TRX-2977453,ENT-404154,VID-49213,FG-062,ACC-019,2024-10-03,110.0,1784.0,350.0,2244.0,EFT,2024-10-03 20:00:00
TRX-9649141,ENT-965837,VID-14643,FG-060,ACC-040,2024-04-21,110.0,409.0,750.0,1269.0,Cash,2024-04-21 12:00:00
TRX-6512184,ENT-412843,VID-56385,N/A,ACC-007,2024-11-11,110.0,1857.0,0.0,1967.0,Credit Card,2024-11-11 15:00:00
TRX-1148708,ENT-206260,VID-66466,FG-063,ACC-013,2024-07-24,230.0,3359.0,350.0,3939.0,Credit Card,2024-07-24 13:00:00
TRX-9177419,ENT-107246,VID-30398,FG-099,ACC-043,2024-07-29,460.0,2506.0,350.0,3316.0,EFT,2024-07-29 09:00:00
TRX-7115223,ENT-549148,VID-33878,FG-069,ACC-018,2024-07-10,110.0,2327.0,750.0,3187.0,Credit Card,2024-07-10 12:00:00
TRX-6934735,ENT-883381,VID-66880,FG-001,ACC-023,2024-03-23,230.0,3088.0,750.0,4068.0,Debit Card,2024-03-23 10:00:00
TRX-7619383,ENT-541508,VID-53412,FG-005,ACC-011,2024-01-21,110.0,1176.0,550.0,1836.0,Debit Card,2024-01-21 10:00:00
TRX-9205196,ENT-676846,VID-74955,FG-088,ACC-046,2024-03-01,230.0,3124.0,550.0,3904.0,Debit Card,2024-03-01 14:00:00
TRX-7523795,ENT-237801,VID-24382,FG-014,ACC-002,2024-09-13,230.0,3476.0,750.0,4456.0,Debit Card,2024-09-13 19:00:00
TRX-1873083,ENT-811259,VID-54845,N/A,ACC-028,2024-12-16,110.0,1809.0,0.0,1919.0,WildCard_Credit,2024-12-16 11:00:00
TRX-5734922,ENT-609533,VID-20828,FG-098,ACC-028,2024-09-02,460.0,432.0,750.0,1642.0,Debit Card,2024-09-02 12:00:00
TRX-2929715,ENT-376331,VID-42421,FG-086,ACC-028,2024-05-07,460.0,1024.0,350.0,1834.0,Debit Card,2024-05-07 12:00:00
TRX-9427765,ENT-740785,VID-33748,N/A,ACC-013,2024-12-24,230.0,3293.0,0.0,3523.0,WildCard_Credit,2024-12-24 19:00:00
TRX-3219555,ENT-520775,VID-15028,FG-036,ACC-013,2024-04-27,460.0,2998.0,350.0,3808.0,Debit Card,2024-04-27 09:00:00
TRX-7381258,ENT-527082,VID-78809,FG-040,ACC-045,2024-02-16,230.0,472.0,350.0,1052.0,Debit Card,2024-02-16 08:00:00
TRX-9554093,ENT-547818,VID-94393,FG-007,ACC-020,2024-09-02,110.0,1776.0,750.0,2636.0,Credit Card,2024-09-02 08:00:00
TRX-8014121,ENT-358965,VID-51922,FG-007,ACC-012,2024-06-28,230.0,1889.0,550.0,2669.0,Credit Card,2024-06-28 19:00:00
TRX-8919821,ENT-393768,VID-89498,FG-013,ACC-028,2024-04-18,110.0,613.0,550.0,1273.0,Debit Card,2024-04-18 12:00:00
TRX-2871139,ENT-201593,VID-97680,FG-002,ACC-044,2024-06-20,230.0,2412.0,550.0,3192.0,WildCard_Credit,2024-06-20 12:00:00
TRX-9872833,ENT-734088,VID-58705,FG-031,ACC-042,2024-07-04,110.0,1756.0,550.0,2416.0,EFT,2024-07-04 19:00:00
TRX-3189181,ENT-760140,VID-88883,FG-016,ACC-003,2024-02-14,110.0,2793.0,750.0,3653.0,WildCard_Credit,2024-02-14 09:00:00
TRX-2654861,ENT-178516,VID-81641,FG-080,ACC-022,2024-12-26,460.0,1180.0,350.0,1990.0,EFT,2024-12-26 15:00:00
TRX-3578194,ENT-145939,VID-26755,FG-025,ACC-027,2024-09-30,460.0,2342.0,350.0,3152.0,WildCard_Credit,2024-09-30 19:00:00
TRX-2970130,ENT-557311,VID-18874,FG-062,ACC-027,2024-07-06,460.0,1434.0,550.0,2444.0,WildCard_Credit,2024-07-06 15:00:00
TRX-3163157,ENT-403726,VID-15956,FG-073,ACC-004,2024-11-02,460.0,489.0,350.0,1299.0,Debit Card,2024-11-02 12:00:00
TRX-9614893,ENT-178628,VID-31694,FG-057,ACC-049,2024-12-16,460.0,2028.0,750.0,3238.0,WildCard_Credit,2024-12-16 16:00:00
TRX-5554916,ENT-316976,VID-34125,FG-001,ACC-011,2024-07-24,230.0,2703.0,750.0,3683.0,WildCard_Credit,2024-07-24 17:00:00
TRX-9452659,ENT-842133,VID-78822,N/A,ACC-017,2024-09-19,110.0,2825.0,0.0,2935.0,EFT,2024-09-19 15:00:00
TRX-3870734,ENT-334807,VID-15978,FG-069,ACC-016,2024-10-09,110.0,1613.0,550.0,2273.0,EFT,2024-10-09 09:00:00
TRX-5537143,ENT-929026,VID-16752,FG-083,ACC-016,2024-05-22,110.0,3019.0,350.0,3479.0,Debit Card,2024-05-22 10:00:00
TRX-7192640,ENT-440327,VID-20911,N/A,ACC-046,2024-11-28,460.0,875.0,0.0,1335.0,WildCard_Credit,2024-11-28 13:00:00
TRX-5947522,ENT-440404,VID-17505,FG-081,ACC-001,2024-07-28,230.0,3357.0,350.0,3937.0,EFT,2024-07-28 17:00:00
TRX-1262370,ENT-663492,VID-96155,FG-100,ACC-050,2024-03-31,110.0,3392.0,550.0,4052.0,WildCard_Credit,2024-03-31 12:00:00
TRX-4458774,ENT-956526,VID-67958,FG-029,ACC-021,2024-11-30,110.0,3359.0,750.0,4219.0,EFT,2024-11-30 12:00:00
TRX-4887669,ENT-865263,VID-66872,FG-048,ACC-010,2024-03-20,110.0,2782.0,750.0,3642.0,Cash,2024-03-20 15:00:00
TRX-3954644,ENT-298033,VID-84666,FG-063,ACC-047,2024-08-23,110.0,2431.0,350.0,2891.0,Debit Card,2024-08-23 10:00:00
TRX-3981886,ENT-957210,VID-61668,N/A,ACC-044,2024-06-07,460.0,1555.0,0.0,2015.0,WildCard_Credit,2024-06-07 10:00:00
TRX-5114676,ENT-577127,VID-94557,FG-052,ACC-007,2024-02-06,110.0,684.0,350.0,1144.0,WildCard_Credit,2024-02-06 14:00:00
TRX-7339692,ENT-502643,VID-12715,N/A,ACC-008,2024-11-04,110.0,3376.0,0.0,3486.0,Credit Card,2024-11-04 09:00:00
TRX-2402500,ENT-380658,VID-28695,FG-081,ACC-039,2024-05-07,460.0,579.0,350.0,1389.0,Credit Card,2024-05-07 20:00:00
TRX-4394393,ENT-245993,VID-72970,FG-098,ACC-037,2024-12-28,110.0,835.0,550.0,1495.0,Cash,2024-12-28 09:00:00
TRX-5090433,ENT-158589,VID-81241,FG-089,ACC-018,2024-09-02,110.0,1659.0,550.0,2319.0,WildCard_Credit,2024-09-02 10:00:00
TRX-5978445,ENT-207548,VID-77048,N/A,ACC-027,2024-02-22,110.0,486.0,0.0,596.0,Debit Card,2024-02-22 16:00:00
TRX-7465654,ENT-254535,VID-56309,N/A,ACC-042,2024-04-26,110.0,1318.0,0.0,1428.0,EFT,2024-04-26 14:00:00
TRX-2885904,ENT-615711,VID-32224,FG-015,ACC-015,2024-12-17,110.0,3203.0,750.0,4063.0,Credit Card,2024-12-17 19:00:00
TRX-2985599,ENT-478004,VID-21115,N/A,ACC-003,2024-11-11,230.0,1863.0,0.0,2093.0,WildCard_Credit,2024-11-11 13:00:00
TRX-4042807,ENT-812437,VID-65737,FG-020,ACC-043,2024-09-28,110.0,1129.0,750.0,1989.0,EFT,2024-09-28 13:00:00
TRX-9376038,ENT-793875,VID-58380,FG-034,ACC-046,2024-02-23,460.0,1575.0,550.0,2585.0,Credit Card,2024-02-23 12:00:00
TRX-7553173,ENT-568394,VID-72709,FG-009,ACC-008,2024-06-12,110.0,1008.0,350.0,1468.0,WildCard_Credit,2024-06-12 10:00:00
TRX-6419936,ENT-233730,VID-33838,FG-099,ACC-025,2024-03-15,230.0,3376.0,550.0,4156.0,EFT,2024-03-15 09:00:00
TRX-7944833,ENT-730973,VID-93440,FG-043,ACC-009,2024-09-03,230.0,2424.0,750.0,3404.0,Debit Card,2024-09-03 19:00:00
TRX-9264480,ENT-658339,VID-80282,FG-030,ACC-025,2024-10-02,230.0,2114.0,750.0,3094.0,Credit Card,2024-10-02 16:00:00
TRX-4679813,ENT-837246,VID-21436,FG-031,ACC-024,2024-09-26,460.0,3328.0,750.0,4538.0,Credit Card,2024-09-26 17:00:00
TRX-3241313,ENT-215507,VID-17808,FG-045,ACC-024,2024-10-12,110.0,470.0,550.0,1130.0,Debit Card,2024-10-12 15:00:00
TRX-5068431,ENT-320974,VID-39437,FG-008,ACC-048,2024-10-09,230.0,2285.0,350.0,2865.0,Debit Card,2024-10-09 14:00:00
TRX-1442027,ENT-829937,VID-65667,FG-048,ACC-004,2024-07-12,110.0,3249.0,350.0,3709.0,Credit Card,2024-07-12 19:00:00
TRX-3653705,ENT-131652,VID-29252,N/A,ACC-024,2024-09-01,460.0,2782.0,0.0,3242.0,Debit Card,2024-09-01 17:00:00
TRX-7987624,ENT-256989,VID-33910,N/A,ACC-031,2024-01-07,110.0,1403.0,0.0,1513.0,Debit Card,2024-01-07 17:00:00
TRX-6659575,ENT-565540,VID-94521,FG-089,ACC-001,2024-08-28,460.0,2560.0,550.0,3570.0,EFT,2024-08-28 14:00:00
TRX-3912192,ENT-627743,VID-31017,N/A,ACC-001,2024-11-24,110.0,1038.0,0.0,1148.0,Cash,2024-11-24 08:00:00
TRX-5329433,ENT-699853,VID-75781,FG-040,ACC-046,2024-10-10,230.0,3184.0,750.0,4164.0,Debit Card,2024-10-10 19:00:00
TRX-7334410,ENT-231211,VID-37769,FG-052,ACC-040,2024-02-17,230.0,1042.0,550.0,1822.0,Credit Card,2024-02-17 16:00:00
TRX-2295356,ENT-956223,VID-71398,FG-062,ACC-021,2024-10-13,110.0,2006.0,350.0,2466.0,Cash,2024-10-13 17:00:00
TRX-8117262,ENT-304189,VID-45378,N/A,ACC-007,2024-07-09,230.0,1075.0,0.0,1305.0,Credit Card,2024-07-09 18:00:00
TRX-5734646,ENT-270666,VID-80984,FG-014,ACC-005,2024-01-15,110.0,1885.0,550.0,2545.0,Debit Card,2024-01-15 11:00:00
TRX-4384399,ENT-769399,VID-14242,FG-031,ACC-018,2024-04-06,460.0,444.0,550.0,1454.0,Credit Card,2024-04-06 16:00:00
TRX-9116934,ENT-147899,VID-16297,N/A,ACC-021,2024-10-15,460.0,2713.0,0.0,3173.0,Credit Card,2024-10-15 20:00:00
TRX-9392233,ENT-304350,VID-51218,FG-097,ACC-026,2024-05-24,230.0,434.0,550.0,1214.0,EFT,2024-05-24 14:00:00
TRX-9448643,ENT-205909,VID-75821,N/A,ACC-050,2024-06-18,110.0,3278.0,0.0,3388.0,Debit Card,2024-06-18 14:00:00
TRX-1627606,ENT-404212,VID-31131,FG-020,ACC-044,2024-09-01,110.0,2805.0,750.0,3665.0,Cash,2024-09-01 17:00:00
TRX-3363282,ENT-906172,VID-31108,N/A,ACC-033,2024-04-28,110.0,2963.0,0.0,3073.0,WildCard_Credit,2024-04-28 11:00:00
TRX-3201130,ENT-455488,VID-48121,FG-047,ACC-040,2024-08-17,460.0,2893.0,550.0,3903.0,Cash,2024-08-17 20:00:00
TRX-2258262,ENT-259804,VID-84304,FG-081,ACC-032,2024-05-02,110.0,3319.0,750.0,4179.0,Credit Card,2024-05-02 11:00:00
TRX-2462431,ENT-623147,VID-22335,FG-059,ACC-021,2024-10-07,110.0,984.0,550.0,1644.0,Debit Card,2024-10-07 20:00:00
TRX-7095636,ENT-470533,VID-21695,N/A,ACC-005,2024-05-23,230.0,1061.0,0.0,1291.0,Debit Card,2024-05-23 17:00:00
TRX-8416290,ENT-781880,VID-28408,FG-016,ACC-037,2024-08-30,460.0,2287.0,550.0,3297.0,Cash,2024-08-30 12:00:00
TRX-3163996,ENT-562241,VID-58068,FG-066,ACC-040,2024-07-24,110.0,1888.0,550.0,2548.0,EFT,2024-07-24 14:00:00
TRX-5409512,ENT-815711,VID-15593,FG-080,ACC-042,2024-09-16,230.0,741.0,750.0,1721.0,Credit Card,2024-09-16 15:00:00
TRX-5876475,ENT-494077,VID-30736,N/A,ACC-037,2024-03-20,460.0,1402.0,0.0,1862.0,Cash,2024-03-20 09:00:00
TRX-2568722,ENT-465887,VID-71063,FG-060,ACC-042,2024-08-24,110.0,1313.0,750.0,2173.0,WildCard_Credit,2024-08-24 18:00:00
TRX-2817783,ENT-516226,VID-66769,N/A,ACC-013,2024-04-02,230.0,846.0,0.0,1076.0,Cash,2024-04-02 19:00:00
TRX-9158676,ENT-322964,VID-72419,FG-015,ACC-018,2024-06-24,230.0,664.0,550.0,1444.0,Cash,2024-06-24 17:00:00
TRX-4581434,ENT-435740,VID-84475,FG-005,ACC-039,2024-08-28,110.0,2632.0,350.0,3092.0,Cash,2024-08-28 10:00:00
