EntryID,VisitorID,EntryDate,ExitDate,EntryGateID,AccID,VehicleReg,InsertedDate,ModifiedDate
ENT-180832,VID-77441,2024-01-04 14:00,2024-01-06 17:00,G09,ACC-014,DE 68 DE ZN,2023-12-29 14:00:00,2023-12-30 14:00:00
ENT-604906,VID-98503,2024-04-27 12:00,2024-05-04 13:00,G16,ACC-031,FE 80 FE GP,2024-04-03 12:00:00,2024-04-03 12:00:00
ENT-637544,VID-15136,2024-03-06 15:00,2024-03-11 13:00,G19,ACC-010,BG 19 BG FS,2024-03-01 15:00:00,2024-03-06 15:00:00
ENT-571023,VID-89498,2024-10-15 16:00,2024-10-16 16:00,G16,ACC-031,EV 67 EV MP,2024-10-12 16:00:00,2024-10-13 16:00:00
ENT-818894,VID-54914,2024-11-15 16:00,2024-11-20 16:00,G15,ACC-039,PF 31 PF MP,2024-11-09 16:00:00,2024-11-14 16:00:00
ENT-734924,VID-22622,2024-09-24 14:00,2024-09-30 16:00,G06,ACC-031,XP 85 XP GP,2024-08-28 14:00:00,2024-08-29 14:00:00
ENT-665482,VID-10157,2024-02-17 13:00,2024-02-23 11:00,G14,ACC-034,KW 64 KW NW,2024-01-19 13:00:00,2024-01-23 13:00:00
ENT-366881,VID-72539,2024-07-14 11:00,2024-07-19 08:00,G08,ACC-006,HW 41 HW ZN,2024-06-30 11:00:00,2024-07-01 11:00:00
ENT-493247,VID-95792,2024-01-04 15:00,2024-01-09 12:00,G07,ACC-045,UK 14 UK FS,2023-12-18 15:00:00,2023-12-18 15:00:00
ENT-483405,VID-90200,2024-05-09 10:00,2024-05-16 14:00,G09,ACC-044,KF 55 KF MP,2024-04-25 10:00:00,2024-04-29 10:00:00
ENT-705711,VID-55135,2024-07-08 14:00,2024-07-13 17:00,G13,ACC-048,DW 12 DW ZN,2024-06-29 14:00:00,2024-07-01 14:00:00
ENT-939756,VID-82165,2024-03-23 07:00,2024-03-25 11:00,G20,ACC-045,RB 36 RB GP,2024-03-10 07:00:00,2024-03-12 07:00:00
ENT-375871,VID-39067,2024-03-15 13:00,2024-03-20 15:00,G12,ACC-006,PS 94 PS ZN,2024-03-12 13:00:00,2024-03-12 13:00:00
ENT-771394,VID-74797,2024-09-23 10:00,2024-09-29 06:00,G15,ACC-001,FR 82 FR GP,2024-08-29 10:00:00,2024-08-30 10:00:00
ENT-806765,VID-14726,2024-11-02 14:00,2024-11-07 13:00,G12,ACC-016,RZ 02 RZ NW,2024-10-13 14:00:00,2024-10-14 14:00:00
ENT-642892,VID-12014,2024-06-29 16:00,2024-07-03 18:00,G03,ACC-006,OS 55 OS L,2024-06-10 16:00:00,2024-06-11 16:00:00
ENT-702833,VID-10609,2024-05-21 09:00,2024-05-26 08:00,G09,ACC-012,KC 02 KC GP,2024-05-06 09:00:00,2024-05-09 09:00:00
ENT-495397,VID-83815,2024-09-19 10:00,2024-09-24 10:00,G16,ACC-050,GI 76 GI FS,2024-08-27 10:00:00,2024-08-30 10:00:00
ENT-764442,VID-38885,2024-01-15 13:00,2024-01-16 13:00,G08,ACC-021,KJ 57 KJ L,2024-01-12 13:00:00,2024-01-15 13:00:00
ENT-960959,VID-54825,2024-05-07 10:00,2024-05-08 12:00,G03,ACC-036,YM 38 YM L,2024-04-15 10:00:00,2024-04-20 10:00:00
ENT-309365,VID-40783,2024-04-03 17:00,2024-04-09 16:00,G08,ACC-017,FF 26 FF MP,2024-03-18 17:00:00,2024-03-23 17:00:00
ENT-901368,VID-80972,2024-02-24 07:00,2024-02-25 10:00,G02,ACC-031,JI 88 JI FS,2024-02-04 07:00:00,2024-02-04 07:00:00
ENT-332881,VID-85584,2024-05-20 13:00,2024-05-22 17:00,G05,ACC-004,NL 90 NL L,2024-05-11 13:00:00,2024-05-14 13:00:00
ENT-832162,VID-77922,2024-07-20 16:00,2024-07-27 14:00,G15,ACC-021,RA 25 RA L,2024-07-05 16:00:00,2024-07-05 16:00:00
ENT-375617,VID-41082,2024-07-04 15:00,2024-07-11 15:00,G09,ACC-031,YI 14 YI NW,2024-06-28 15:00:00,2024-07-02 15:00:00
ENT-393212,VID-69077,2024-12-24 18:00,2024-12-27 19:00,G06,ACC-037,DO 20 DO L,2024-11-26 18:00:00,2024-11-29 18:00:00
ENT-938900,VID-29601,2024-04-30 14:00,2024-05-04 16:00,G16,ACC-001,EM 98 EM FS,2024-04-23 14:00:00,2024-04-24 14:00:00
ENT-689444,VID-84427,2024-09-30 17:00,2024-10-03 20:00,G02,ACC-026,CE 22 CE ZN,2024-09-20 17:00:00,2024-09-22 17:00:00
ENT-477808,VID-83446,2024-02-19 13:00,2024-02-25 14:00,G18,ACC-017,IK 36 IK FS,2024-02-10 13:00:00,2024-02-12 13:00:00
ENT-472358,VID-52610,2024-04-11 15:00,2024-04-16 19:00,G17,ACC-032,UL 06 UL NW,2024-04-05 15:00:00,2024-04-07 15:00:00
ENT-542306,VID-92742,2024-11-19 08:00,2024-11-26 06:00,G20,ACC-037,KX 03 KX L,2024-10-29 08:00:00,2024-10-31 08:00:00
ENT-514664,VID-45553,2024-06-11 16:00,2024-06-14 16:00,G15,ACC-050,WJ 59 WJ NW,2024-05-22 16:00:00,2024-05-27 16:00:00
ENT-346024,VID-96772,2024-03-26 08:00,2024-04-02 04:00,G09,ACC-048,SC 11 SC GP,2024-03-21 08:00:00,2024-03-26 08:00:00
ENT-649435,VID-20911,2024-08-30 14:00,2024-08-31 10:00,G04,ACC-017,QC 93 QC MP,2024-08-05 14:00:00,2024-08-08 14:00:00
ENT-237654,VID-79041,2024-05-06 17:00,2024-05-09 20:00,G06,ACC-002,AJ 98 AJ NW,2024-04-15 17:00:00,2024-04-16 17:00:00
ENT-665484,VID-33204,2024-10-03 10:00,2024-10-08 13:00,G19,ACC-039,LT 84 LT ZN,2024-09-28 10:00:00,2024-10-03 10:00:00
ENT-338161,VID-21738,2024-11-23 14:00,2024-11-26 15:00,G15,ACC-020,JG 30 JG MP,2024-11-07 14:00:00,2024-11-11 14:00:00
ENT-615827,VID-72530,2024-06-25 10:00,2024-06-29 14:00,G10,ACC-001,TU 57 TU FS,2024-06-24 10:00:00,2024-06-29 10:00:00
ENT-362035,VID-31400,2024-07-10 09:00,2024-07-14 13:00,G13,ACC-025,FC 65 FC FS,2024-06-26 09:00:00,2024-06-29 09:00:00
ENT-657783,VID-45235,2024-12-21 16:00,2024-12-24 16:00,G14,ACC-013,WE 26 WE FS,2024-11-30 16:00:00,2024-12-05 16:00:00
ENT-120337,VID-29942,2024-08-19 10:00,2024-08-25 13:00,G02,ACC-035,AZ 21 AZ NW,2024-08-12 10:00:00,2024-08-14 10:00:00
ENT-327738,VID-54815,2024-01-05 09:00,2024-01-06 07:00,G14,ACC-020,UM 36 UM GP,2024-01-04 09:00:00,2024-01-07 09:00:00
ENT-913331,VID-61435,2024-06-18 07:00,2024-06-25 05:00,G03,ACC-035,ME 88 ME GP,2024-06-16 07:00:00,2024-06-18 07:00:00
ENT-359168,VID-14392,2024-03-03 18:00,2024-03-09 17:00,G07,ACC-030,TC 62 TC NW,2024-02-19 18:00:00,2024-02-22 18:00:00
ENT-144235,VID-82034,2024-12-14 10:00,2024-12-17 08:00,G17,ACC-008,GQ 18 GQ ZN,2024-11-23 10:00:00,2024-11-28 10:00:00
ENT-275490,VID-46188,2024-04-21 07:00,2024-04-23 09:00,G19,ACC-008,KG 95 KG ZN,2024-04-10 07:00:00,2024-04-10 07:00:00
ENT-360804,VID-30669,2024-08-31 17:00,2024-09-05 15:00,G16,ACC-006,RI 97 RI GP,2024-08-19 17:00:00,2024-08-19 17:00:00
ENT-929912,VID-24076,2024-01-31 11:00,2024-02-06 09:00,G05,ACC-032,GZ 77 GZ NW,2024-01-08 11:00:00,2024-01-12 11:00:00
ENT-241276,VID-42859,2024-04-08 06:00,2024-04-14 08:00,G02,ACC-032,SO 54 SO FS,2024-03-27 06:00:00,2024-04-01 06:00:00
ENT-388698,VID-88470,2024-04-05 14:00,2024-04-08 15:00,G18,ACC-011,BE 22 BE L,2024-03-12 14:00:00,2024-03-15 14:00:00
ENT-294546,VID-12453,2024-08-20 06:00,2024-08-27 10:00,G20,ACC-024,UG 76 UG FS,2024-08-07 06:00:00,2024-08-12 06:00:00
ENT-261618,VID-90352,2024-07-17 09:00,2024-07-22 12:00,G10,ACC-021,KI 06 KI GP,2024-06-22 09:00:00,2024-06-26 09:00:00
ENT-608947,VID-35115,2024-03-07 08:00,2024-03-14 04:00,G04,ACC-003,OV 65 OV ZN,2024-02-29 08:00:00,2024-02-29 08:00:00
ENT-852715,VID-19289,2024-10-29 10:00,2024-10-30 11:00,G01,ACC-014,RY 84 RY ZN,2024-10-21 10:00:00,2024-10-25 10:00:00
ENT-932831,VID-17641,2024-02-01 11:00,2024-02-06 13:00,G20,ACC-018,NT 80 NT MP,2024-01-05 11:00:00,2024-01-07 11:00:00
ENT-298663,VID-35312,2024-09-22 07:00,2024-09-23 06:00,G17,ACC-043,GQ 17 GQ NW,2024-09-04 07:00:00,2024-09-07 07:00:00
ENT-836677,VID-97194,2024-02-24 18:00,2024-03-01 19:00,G14,ACC-007,EE 43 EE MP,2024-02-02 18:00:00,2024-02-05 18:00:00
ENT-676802,VID-52553,2024-09-30 15:00,2024-10-04 16:00,G12,ACC-027,TL 76 TL FS,2024-09-01 15:00:00,2024-09-03 15:00:00
ENT-366431,VID-57187,2024-10-06 09:00,2024-10-10 13:00,G15,ACC-029,YA 02 YA GP,2024-09-06 09:00:00,2024-09-11 09:00:00
ENT-325258,VID-51275,2024-09-22 08:00,2024-09-25 04:00,G01,ACC-050,VR 25 VR FS,2024-09-12 08:00:00,2024-09-13 08:00:00
ENT-472932,VID-30461,2024-10-19 15:00,2024-10-21 12:00,G05,ACC-017,JP 28 JP GP,2024-10-17 15:00:00,2024-10-20 15:00:00
ENT-858729,VID-52558,2024-10-19 12:00,2024-10-24 11:00,G16,ACC-012,MX 78 MX GP,2024-09-25 12:00:00,2024-09-25 12:00:00
ENT-500080,VID-20286,2024-10-31 16:00,2024-11-03 12:00,G02,ACC-050,IW 49 IW GP,2024-10-07 16:00:00,2024-10-11 16:00:00
ENT-501066,VID-17094,2024-04-26 17:00,2024-05-02 13:00,G10,ACC-034,BO 15 BO MP,2024-04-05 17:00:00,2024-04-10 17:00:00
ENT-703198,VID-76155,2024-03-19 06:00,2024-03-25 08:00,G03,ACC-015,LU 13 LU NW,2024-03-04 06:00:00,2024-03-08 06:00:00
ENT-189211,VID-62235,2024-10-19 17:00,2024-10-20 21:00,G17,ACC-028,UD 15 UD NW,2024-10-06 17:00:00,2024-10-08 17:00:00
ENT-871403,VID-78714,2024-07-21 16:00,2024-07-26 15:00,G08,ACC-016,BU 39 BU GP,2024-07-03 16:00:00,2024-07-07 16:00:00
ENT-299742,VID-52039,2024-02-27 16:00,2024-03-02 18:00,G12,ACC-039,RU 13 RU NW,2024-02-15 16:00:00,2024-02-17 16:00:00
ENT-309385,VID-99831,2024-11-15 08:00,2024-11-19 04:00,G12,ACC-010,TW 10 TW FS,2024-10-16 08:00:00,2024-10-17 08:00:00
ENT-419939,VID-68990,2024-03-16 10:00,2024-03-17 11:00,G16,ACC-002,IT 25 IT L,2024-02-22 10:00:00,2024-02-22 10:00:00
ENT-800722,VID-12410,2024-10-07 13:00,2024-10-12 11:00,G13,ACC-038,XN 20 XN MP,2024-09-14 13:00:00,2024-09-19 13:00:00
ENT-108739,VID-18729,2024-12-22 15:00,2024-12-25 11:00,G13,ACC-043,HW 68 HW GP,2024-12-07 15:00:00,2024-12-12 15:00:00
ENT-844162,VID-23055,2024-05-29 16:00,2024-06-02 15:00,G11,ACC-032,WN 15 WN NW,2024-05-16 16:00:00,2024-05-20 16:00:00
ENT-419739,VID-53721,2024-10-14 17:00,2024-10-15 13:00,G16,ACC-026,TA 63 TA L,2024-10-06 17:00:00,2024-10-10 17:00:00
ENT-505977,VID-13862,2024-04-30 14:00,2024-05-03 10:00,G18,ACC-018,FI 31 FI ZN,2024-04-09 14:00:00,2024-04-11 14:00:00
ENT-700727,VID-30021,2024-07-14 14:00,2024-07-20 13:00,G14,ACC-020,XI 52 XI MP,2024-06-30 14:00:00,2024-07-01 14:00:00
ENT-424008,VID-78656,2024-10-24 14:00,2024-10-30 13:00,G05,ACC-028,ZZ 19 ZZ MP,2024-09-26 14:00:00,2024-09-27 14:00:00
ENT-293079,VID-51628,2024-06-11 07:00,2024-06-16 11:00,G05,ACC-047,AI 99 AI L,2024-05-18 07:00:00,2024-05-18 07:00:00
ENT-211957,VID-27241,2024-08-14 17:00,2024-08-21 17:00,G06,ACC-002,TP 25 TP MP,2024-08-09 17:00:00,2024-08-10 17:00:00
ENT-821568,VID-72469,2024-11-01 09:00,2024-11-03 05:00,G05,ACC-033,VM 61 VM NW,2024-10-20 09:00:00,2024-10-20 09:00:00
ENT-133795,VID-63554,2024-09-08 13:00,2024-09-10 11:00,G01,ACC-018,YF 62 YF MP,2024-09-01 13:00:00,2024-09-02 13:00:00
ENT-579770,VID-42346,2024-02-03 08:00,2024-02-07 11:00,G14,ACC-026,UP 87 UP NW,2024-01-11 08:00:00,2024-01-13 08:00:00
ENT-838315,VID-15047,2024-11-09 17:00,2024-11-14 21:00,G17,ACC-007,LV 09 LV FS,2024-10-23 17:00:00,2024-10-28 17:00:00
ENT-641198,VID-92660,2024-10-02 12:00,2024-10-08 08:00,G02,ACC-013,HK 38 HK NW,2024-09-14 12:00:00,2024-09-17 12:00:00
ENT-249149,VID-70762,2024-03-26 12:00,2024-03-29 08:00,G15,ACC-006,SC 79 SC ZN,2024-03-03 12:00:00,2024-03-07 12:00:00
ENT-126122,VID-33445,2024-10-06 08:00,2024-10-10 10:00,G15,ACC-038,XX 80 XX L,2024-09-25 08:00:00,2024-09-28 08:00:00
ENT-229545,VID-21952,2024-12-20 16:00,2024-12-26 14:00,G04,ACC-046,LJ 53 LJ FS,2024-11-27 16:00:00,2024-12-02 16:00:00
ENT-905579,VID-32398,2024-11-09 08:00,2024-11-13 12:00,G11,ACC-037,WW 11 WW ZN,2024-10-27 08:00:00,2024-10-27 08:00:00
ENT-402808,VID-92110,2024-01-27 12:00,2024-01-30 12:00,G06,ACC-008,XY 07 XY GP,2024-01-03 12:00:00,2024-01-06 12:00:00
ENT-737517,VID-74679,2024-08-22 13:00,2024-08-29 16:00,G08,ACC-014,PM 40 PM FS,2024-08-04 13:00:00,2024-08-04 13:00:00
ENT-684632,VID-37215,2024-01-04 09:00,2024-01-09 09:00,G02,ACC-012,DQ 08 DQ ZN,2023-12-15 09:00:00,2023-12-20 09:00:00
ENT-151413,VID-24272,2024-10-22 15:00,2024-10-25 16:00,G14,ACC-012,EH 66 EH FS,2024-09-22 15:00:00,2024-09-22 15:00:00
ENT-197649,VID-49229,2024-10-14 08:00,2024-10-18 09:00,G11,ACC-024,XV 78 XV GP,2024-09-14 08:00:00,2024-09-14 08:00:00
ENT-445200,VID-79081,2024-05-29 13:00,2024-05-31 10:00,G14,ACC-034,FF 05 FF ZN,2024-05-06 13:00:00,2024-05-08 13:00:00
ENT-988980,VID-51482,2024-09-27 07:00,2024-10-01 07:00,G09,ACC-034,OQ 96 OQ NW,2024-09-13 07:00:00,2024-09-17 07:00:00
ENT-739008,VID-40503,2024-09-23 17:00,2024-09-29 20:00,G10,ACC-013,AA 61 AA MP,2024-09-07 17:00:00,2024-09-08 17:00:00
ENT-687638,VID-93558,2024-11-11 12:00,2024-11-15 08:00,G07,ACC-001,QR 20 QR L,2024-10-31 12:00:00,2024-11-02 12:00:00
ENT-449472,VID-54742,2024-09-16 14:00,2024-09-19 10:00,G13,ACC-047,OY 81 OY L,2024-09-12 14:00:00,2024-09-17 14:00:00
ENT-604884,VID-30366,2024-12-10 13:00,2024-12-14 09:00,G15,ACC-035,XM 89 XM GP,2024-11-19 13:00:00,2024-11-20 13:00:00
ENT-119627,VID-37297,2024-09-23 10:00,2024-09-28 11:00,G19,ACC-044,IX 70 IX MP,2024-09-05 10:00:00,2024-09-09 10:00:00
ENT-983326,VID-31753,2024-05-23 06:00,2024-05-26 08:00,G19,ACC-039,KP 87 KP ZN,2024-05-02 06:00:00,2024-05-06 06:00:00
ENT-621199,VID-41148,2024-06-10 17:00,2024-06-11 17:00,G12,ACC-029,VH 51 VH L,2024-05-27 17:00:00,2024-05-27 17:00:00
ENT-126146,VID-73263,2024-01-20 18:00,2024-01-22 15:00,G17,ACC-010,EY 75 EY L,2024-01-05 18:00:00,2024-01-09 18:00:00
ENT-809589,VID-27395,2024-03-14 18:00,2024-03-21 15:00,G07,ACC-047,AK 81 AK L,2024-02-16 18:00:00,2024-02-20 18:00:00
ENT-148381,VID-23513,2024-01-23 16:00,2024-01-30 13:00,G17,ACC-050,RI 53 RI MP,2024-01-12 16:00:00,2024-01-15 16:00:00
ENT-434652,VID-67817,2024-06-13 09:00,2024-06-15 09:00,G04,ACC-018,DH 06 DH FS,2024-06-04 09:00:00,2024-06-08 09:00:00
ENT-384218,VID-28554,2024-02-22 09:00,2024-02-27 10:00,G10,ACC-037,GB 63 GB NW,2024-02-04 09:00:00,2024-02-06 09:00:00
ENT-152906,VID-23884,2024-01-26 08:00,2024-01-27 11:00,G13,ACC-004,CK 78 CK ZN,2023-12-28 08:00:00,2024-01-02 08:00:00
ENT-957150,VID-35971,2024-12-19 17:00,2024-12-23 18:00,G18,ACC-006,ZT 41 ZT ZN,2024-12-09 17:00:00,2024-12-11 17:00:00
ENT-844715,VID-71000,2024-08-27 07:00,2024-08-31 07:00,G16,ACC-015,YD 82 YD L,2024-08-05 07:00:00,2024-08-10 07:00:00
ENT-575301,VID-73898,2024-07-19 08:00,2024-07-25 09:00,G01,ACC-005,MJ 41 MJ L,2024-06-23 08:00:00,2024-06-25 08:00:00
ENT-957266,VID-24022,2024-11-05 15:00,2024-11-07 19:00,G11,ACC-036,QU 54 QU NW,2024-11-01 15:00:00,2024-11-04 15:00:00
ENT-502460,VID-18658,2024-05-02 15:00,2024-05-04 19:00,G11,ACC-014,VP 74 VP L,2024-04-26 15:00:00,2024-04-29 15:00:00
ENT-181678,VID-85260,2024-10-05 17:00,2024-10-07 15:00,G16,ACC-008,PM 58 PM MP,2024-09-13 17:00:00,2024-09-18 17:00:00
ENT-908812,VID-59664,2024-06-06 12:00,2024-06-07 09:00,G11,ACC-032,QB 21 QB FS,2024-05-15 12:00:00,2024-05-19 12:00:00
ENT-574978,VID-79632,2024-11-21 18:00,2024-11-22 16:00,G10,ACC-025,QL 28 QL L,2024-10-30 18:00:00,2024-10-31 18:00:00
ENT-852658,VID-55123,2024-10-18 18:00,2024-10-24 18:00,G03,ACC-038,AZ 41 AZ L,2024-09-18 18:00:00,2024-09-21 18:00:00
ENT-687234,VID-57086,2024-02-01 11:00,2024-02-06 07:00,G04,ACC-019,WG 73 WG L,2024-01-31 11:00:00,2024-02-05 11:00:00
ENT-321476,VID-96833,2024-12-30 12:00,2025-01-03 14:00,G06,ACC-031,DO 83 DO NW,2024-12-16 12:00:00,2024-12-20 12:00:00
ENT-175231,VID-94985,2024-03-19 10:00,2024-03-26 08:00,G01,ACC-010,SM 49 SM GP,2024-03-14 10:00:00,2024-03-14 10:00:00
ENT-927251,VID-89223,2024-03-11 16:00,2024-03-18 18:00,G14,ACC-040,EN 54 EN L,2024-02-12 16:00:00,2024-02-15 16:00:00
ENT-987938,VID-41031,2024-04-25 08:00,2024-04-29 04:00,G17,ACC-018,KO 39 KO FS,2024-04-06 08:00:00,2024-04-09 08:00:00
ENT-824038,VID-20494,2024-09-04 17:00,2024-09-07 14:00,G05,ACC-047,TZ 97 TZ NW,2024-08-16 17:00:00,2024-08-19 17:00:00
ENT-761297,VID-96997,2024-09-21 07:00,2024-09-26 04:00,G03,ACC-044,QU 30 QU L,2024-09-13 07:00:00,2024-09-16 07:00:00
ENT-592025,VID-85230,2024-09-30 18:00,2024-10-01 21:00,G11,ACC-027,JZ 21 JZ ZN,2024-09-15 18:00:00,2024-09-19 18:00:00
ENT-596144,VID-85778,2024-11-01 17:00,2024-11-04 17:00,G06,ACC-037,BZ 86 BZ L,2024-10-30 17:00:00,2024-11-04 17:00:00
ENT-364294,VID-27372,2024-09-05 07:00,2024-09-07 11:00,G20,ACC-018,HG 76 HG FS,2024-09-02 07:00:00,2024-09-04 07:00:00
ENT-373943,VID-40958,2024-03-18 16:00,2024-03-22 17:00,G16,ACC-012,UW 30 UW MP,2024-02-21 16:00:00,2024-02-22 16:00:00
ENT-907789,VID-60222,2024-10-31 08:00,2024-11-07 11:00,G08,ACC-043,LQ 27 LQ L,2024-10-06 08:00:00,2024-10-09 08:00:00
ENT-586554,VID-62264,2024-01-28 16:00,2024-01-31 13:00,G16,ACC-020,MY 92 MY ZN,2024-01-26 16:00:00,2024-01-27 16:00:00
ENT-555851,VID-11554,2024-12-27 12:00,2024-12-31 12:00,G10,ACC-029,JI 59 JI GP,2024-12-22 12:00:00,2024-12-26 12:00:00
ENT-385831,VID-53904,2024-09-29 16:00,2024-10-02 18:00,G09,ACC-018,UG 54 UG ZN,2024-09-09 16:00:00,2024-09-14 16:00:00
ENT-810638,VID-33582,2024-05-03 17:00,2024-05-09 16:00,G11,ACC-036,AA 04 AA FS,2024-04-16 17:00:00,2024-04-18 17:00:00
ENT-397058,VID-43016,2024-02-23 16:00,2024-02-27 17:00,G07,ACC-003,AC 96 AC MP,2024-02-15 16:00:00,2024-02-20 16:00:00
ENT-236217,VID-59277,2024-11-02 16:00,2024-11-03 13:00,G19,ACC-012,XS 24 XS GP,2024-10-30 16:00:00,2024-11-03 16:00:00
ENT-907278,VID-52389,2024-11-23 13:00,2024-11-26 15:00,G09,ACC-011,UH 03 UH GP,2024-10-31 13:00:00,2024-11-05 13:00:00
ENT-310416,VID-89993,2024-05-12 10:00,2024-05-14 13:00,G13,ACC-012,QC 54 QC FS,2024-05-09 10:00:00,2024-05-12 10:00:00
ENT-176461,VID-19229,2024-11-25 07:00,2024-11-29 07:00,G19,ACC-047,GL 81 GL ZN,2024-11-21 07:00:00,2024-11-21 07:00:00
ENT-834061,VID-53231,2024-01-01 06:00,2024-01-07 08:00,G13,ACC-037,AS 74 AS NW,2023-12-23 06:00:00,2023-12-24 06:00:00
ENT-957710,VID-73185,2024-02-05 14:00,2024-02-07 10:00,G04,ACC-037,NZ 33 NZ GP,2024-01-23 14:00:00,2024-01-28 14:00:00
ENT-184365,VID-70245,2024-11-19 16:00,2024-11-20 17:00,G10,ACC-042,FO 96 FO L,2024-11-01 16:00:00,2024-11-03 16:00:00
ENT-763529,VID-67407,2024-12-22 12:00,2024-12-23 13:00,G07,ACC-009,AA 92 AA NW,2024-12-06 12:00:00,2024-12-06 12:00:00
ENT-974774,VID-68891,2024-02-02 18:00,2024-02-07 18:00,G01,ACC-003,II 74 II MP,2024-01-17 18:00:00,2024-01-21 18:00:00
ENT-256189,VID-85936,2024-11-30 16:00,2024-12-05 19:00,G08,ACC-005,AD 64 AD FS,2024-11-08 16:00:00,2024-11-12 16:00:00
ENT-763393,VID-16548,2024-01-24 09:00,2024-01-30 07:00,G10,ACC-007,LE 58 LE GP,2024-01-23 09:00:00,2024-01-24 09:00:00
ENT-546915,VID-54216,2024-02-28 13:00,2024-03-04 12:00,G13,ACC-021,DR 53 DR MP,2024-02-25 13:00:00,2024-02-26 13:00:00
ENT-387198,VID-28512,2024-01-24 15:00,2024-01-26 16:00,G14,ACC-011,SO 49 SO GP,2024-01-21 15:00:00,2024-01-21 15:00:00
ENT-116389,VID-73827,2024-03-09 07:00,2024-03-16 09:00,G03,ACC-001,AY 75 AY L,2024-02-13 07:00:00,2024-02-14 07:00:00
ENT-316174,VID-28754,2024-08-01 17:00,2024-08-08 20:00,G09,ACC-034,LG 16 LG FS,2024-07-09 17:00:00,2024-07-10 17:00:00
ENT-464750,VID-64891,2024-04-02 17:00,2024-04-06 14:00,G01,ACC-036,GD 50 GD L,2024-03-12 17:00:00,2024-03-14 17:00:00
ENT-791354,VID-37277,2024-10-03 14:00,2024-10-05 17:00,G09,ACC-004,FU 69 FU NW,2024-09-08 14:00:00,2024-09-13 14:00:00
ENT-481884,VID-47363,2024-09-11 08:00,2024-09-13 04:00,G07,ACC-028,GQ 84 GQ GP,2024-09-09 08:00:00,2024-09-14 08:00:00
ENT-608623,VID-77489,2024-01-27 14:00,2024-01-29 12:00,G04,ACC-005,XS 53 XS MP,2024-01-01 14:00:00,2024-01-01 14:00:00
ENT-202827,VID-41079,2024-12-12 11:00,2024-12-14 08:00,G14,ACC-013,JF 44 JF NW,2024-12-01 11:00:00,2024-12-02 11:00:00
ENT-491627,VID-27878,2024-03-15 09:00,2024-03-20 12:00,G15,ACC-047,FJ 23 FJ GP,2024-03-09 09:00:00,2024-03-12 09:00:00
ENT-993021,VID-71018,2024-12-20 15:00,2024-12-21 15:00,G15,ACC-027,EI 86 EI ZN,2024-12-15 15:00:00,2024-12-15 15:00:00
ENT-190674,VID-63961,2024-11-09 08:00,2024-11-14 12:00,G17,ACC-032,WF 44 WF GP,2024-10-12 08:00:00,2024-10-13 08:00:00
ENT-555342,VID-85951,2024-08-07 17:00,2024-08-14 16:00,G08,ACC-038,YX 84 YX GP,2024-07-30 17:00:00,2024-08-01 17:00:00
ENT-656921,VID-61684,2024-01-21 13:00,2024-01-27 17:00,G16,ACC-045,VL 25 VL GP,2024-01-19 13:00:00,2024-01-22 13:00:00
ENT-410158,VID-41334,2024-12-20 17:00,2024-12-24 16:00,G03,ACC-002,MH 78 MH ZN,2024-12-15 17:00:00,2024-12-17 17:00:00
ENT-837290,VID-63131,2024-10-25 06:00,2024-10-29 09:00,G06,ACC-024,QS 06 QS NW,2024-09-30 06:00:00,2024-10-01 06:00:00
ENT-889460,VID-45361,2024-12-19 11:00,2024-12-24 07:00,G20,ACC-035,OF 66 OF L,2024-12-09 11:00:00,2024-12-12 11:00:00
ENT-216356,VID-60194,2024-01-29 14:00,2024-02-04 15:00,G12,ACC-030,QJ 15 QJ GP,2023-12-31 14:00:00,2023-12-31 14:00:00
ENT-350224,VID-80730,2024-10-14 17:00,2024-10-21 16:00,G04,ACC-042,MY 59 MY MP,2024-10-09 17:00:00,2024-10-11 17:00:00
ENT-543473,VID-46325,2024-04-25 11:00,2024-04-28 11:00,G02,ACC-005,JL 58 JL NW,2024-04-08 11:00:00,2024-04-13 11:00:00
ENT-573933,VID-91389,2024-12-29 14:00,2025-01-04 18:00,G12,ACC-044,YV 90 YV NW,2024-11-30 14:00:00,2024-12-02 14:00:00
ENT-214677,VID-31596,2024-02-14 07:00,2024-02-18 05:00,G09,ACC-008,SM 85 SM ZN,2024-02-04 07:00:00,2024-02-04 07:00:00
ENT-596925,VID-55442,2024-01-12 10:00,2024-01-16 14:00,G14,ACC-029,TA 10 TA MP,2023-12-13 10:00:00,2023-12-14 10:00:00
ENT-787614,VID-94679,2024-09-23 16:00,2024-09-26 18:00,G11,ACC-032,PS 84 PS L,2024-09-04 16:00:00,2024-09-06 16:00:00
ENT-337798,VID-73470,2024-10-17 08:00,2024-10-24 08:00,G12,ACC-019,UB 34 UB MP,2024-10-11 08:00:00,2024-10-13 08:00:00
ENT-283877,VID-97340,2024-11-12 08:00,2024-11-18 12:00,G05,ACC-011,GB 31 GB L,2024-11-02 08:00:00,2024-11-03 08:00:00
ENT-797883,VID-51542,2024-07-08 08:00,2024-07-10 12:00,G12,ACC-010,JO 13 JO GP,2024-06-15 08:00:00,2024-06-15 08:00:00
ENT-263633,VID-10562,2024-07-26 13:00,2024-08-02 11:00,G18,ACC-033,IS 42 IS FS,2024-07-11 13:00:00,2024-07-13 13:00:00
